XLitho	YLitho	wavelength
1e-06	1.3e-05	39
1e-06	1e-06	
		
1.2e-05	1e-06	
1.2e-05	1.2e-05	
		
3e-06	1.2e-05	
3e-06	3e-06	
		
1e-05	3e-06	
1e-05	1e-05	
		
5e-06	1e-05	
5e-06	5e-06	
		
8e-06	5e-06	
8e-06	8e-06	
		
1.3e-05	1e-06	
1.3e-05	1.3e-05	
		
2e-06	1.3e-05	
2e-06	2e-06	
		
1.1e-05	2e-06	
1.1e-05	1.1e-05	
		
4e-06	1.1e-05	
4e-06	4e-06	
		
9e-06	4e-06	
9e-06	9e-06	
		
6e-06	9e-06	
6e-06	6e-06	
		
7e-06	6e-06	
7e-06	7e-06	
		
