XLitho	YLitho	wavelength
1e-06	7e-06	27
1e-06	9e-06	
		
4e-06	9e-06	
4e-06	7e-06	
		
7e-06	7e-06	
7e-06	9e-06	
		
1e-06	4e-06	
1e-06	6e-06	
		
4e-06	6e-06	
4e-06	4e-06	
		
7e-06	4e-06	
7e-06	6e-06	
		
1e-06	1.01e-06	
1e-06	3.01e-06	
		
4e-06	3.01e-06	
4e-06	1.01e-06	
		
7e-06	1.01e-06	
7e-06	3.01e-06	
		
