XLitho	YLitho	wavelength
0	1.2e-05	225
1.5e-05	1.2e-05	
		
1.5e-05	1.185e-05	
0	1.185e-05	
		
0	1.17e-05	
1.5e-05	1.17e-05	
		
1.5e-05	1.155e-05	
0	1.155e-05	
		
0	1.14e-05	
1.5e-05	1.14e-05	
		
1.5e-05	1.125e-05	
0	1.125e-05	
		
0	1.11e-05	
1.5e-05	1.11e-05	
		
1.5e-05	1.095e-05	
0	1.095e-05	
		
0	1.08e-05	
1.5e-05	1.08e-05	
		
1.5e-05	1.065e-05	
0	1.065e-05	
		
0	1.05e-05	
1.5e-05	1.05e-05	
		
1.5e-05	1.035e-05	
0	1.035e-05	
		
0	1.02e-05	
1.5e-05	1.02e-05	
		
1.5e-05	1.005e-05	
0	1.005e-05	
		
0	9.9e-06	
1.5e-05	9.9e-06	
		
1.5e-05	9.75e-06	
0	9.75e-06	
		
0	9.6e-06	
1.5e-05	9.6e-06	
		
1.5e-05	9.45e-06	
0	9.45e-06	
		
0	9.3e-06	
1.5e-05	9.3e-06	
		
1.5e-05	9.15e-06	
0	9.15e-06	
		
0	9e-06	
1.5e-05	9e-06	
		
1.5e-05	8.85e-06	
0	8.85e-06	
		
0	8.7e-06	
1.5e-05	8.7e-06	
		
1.5e-05	8.55e-06	
0	8.55e-06	
		
0	8.4e-06	
1.5e-05	8.4e-06	
		
1.5e-05	8.25e-06	
0	8.25e-06	
		
0	8.1e-06	
1.5e-05	8.1e-06	
		
1.5e-05	7.95e-06	
0	7.95e-06	
		
0	7.8e-06	
1.5e-05	7.8e-06	
		
1.5e-05	7.65e-06	
0	7.65e-06	
		
0	7.5e-06	
1.5e-05	7.5e-06	
		
1.5e-05	7.35e-06	
0	7.35e-06	
		
0	7.2e-06	
1.5e-05	7.2e-06	
		
1.5e-05	7.05e-06	
0	7.05e-06	
		
0	6.9e-06	
1.5e-05	6.9e-06	
		
1.5e-05	6.75e-06	
0	6.75e-06	
		
0	6.6e-06	
1.5e-05	6.6e-06	
		
1.5e-05	6.45e-06	
0	6.45e-06	
		
0	6.3e-06	
1.5e-05	6.3e-06	
		
1.5e-05	6.15e-06	
0	6.15e-06	
		
0	6e-06	
1.5e-05	6e-06	
		
1.5e-05	5.85e-06	
0	5.85e-06	
		
0	5.7e-06	
1.5e-05	5.7e-06	
		
1.5e-05	5.55e-06	
0	5.55e-06	
		
0	5.4e-06	
1.5e-05	5.4e-06	
		
1.5e-05	5.25e-06	
0	5.25e-06	
		
0	5.1e-06	
1.5e-05	5.1e-06	
		
1.5e-05	4.95e-06	
0	4.95e-06	
		
0	4.8e-06	
1.5e-05	4.8e-06	
		
1.5e-05	4.65e-06	
0	4.65e-06	
		
0	4.5e-06	
1.5e-05	4.5e-06	
		
1.5e-05	4.35e-06	
0	4.35e-06	
		
0	4.2e-06	
1.5e-05	4.2e-06	
		
1.5e-05	4.05e-06	
0	4.05e-06	
		
0	3.9e-06	
1.5e-05	3.9e-06	
		
1.5e-05	3.75e-06	
0	3.75e-06	
		
0	3.6e-06	
1.5e-05	3.6e-06	
		
1.5e-05	3.45e-06	
0	3.45e-06	
		
0	3.3e-06	
1.5e-05	3.3e-06	
		
1.5e-05	3.15e-06	
0	3.15e-06	
		
0	3e-06	
1.5e-05	3e-06	
		
1.5e-05	2.85e-06	
0	2.85e-06	
		
0	2.7e-06	
1.5e-05	2.7e-06	
		
1.5e-05	2.55e-06	
0	2.55e-06	
		
0	2.4e-06	
1.5e-05	2.4e-06	
		
1.5e-05	2.25e-06	
0	2.25e-06	
		
0	2.1e-06	
1.5e-05	2.1e-06	
		
1.5e-05	1.95e-06	
0	1.95e-06	
		
0	1.8e-06	
1.5e-05	1.8e-06	
		
1.5e-05	1.65e-06	
0	1.65e-06	
		
0	1.5e-06	
1.5e-05	1.5e-06	
		
1.5e-05	1.35e-06	
0	1.35e-06	
		
0	1.2e-06	
1.5e-05	1.2e-06	
		
1.5e-05	1.05e-06	
0	1.05e-06	
		
0	9e-07	
1.5e-05	9e-07	
		
