XLitho	YLitho	wavelength
6.743314E-006	1.479996E-005	492
8.283667E-006	1.479996E-005
     NaN	     NaN
6.721309E-006	1.459996E-005
8.305672E-006	1.459996E-005
     NaN	     NaN
6.677299E-006	1.439996E-005
8.305672E-006	1.439996E-005
     NaN	     NaN
7.381460E-006	1.419996E-005
7.579506E-006	1.419996E-005
     NaN	     NaN
7.403465E-006	1.399996E-005
7.601511E-006	1.399996E-005
     NaN	     NaN
7.359455E-006	1.379996E-005
7.623516E-006	1.379996E-005
     NaN	     NaN
7.359455E-006	1.359996E-005
7.557501E-006	1.359996E-005
     NaN	     NaN
7.359455E-006	1.339996E-005
7.623516E-006	1.339996E-005
     NaN	     NaN
5.379002E-006	1.319996E-005
9.449934E-006	1.319996E-005
     NaN	     NaN
5.379002E-006	1.299997E-005
9.471939E-006	1.299997E-005
     NaN	     NaN
9.317903E-006	1.279997E-005
9.493944E-006	1.279997E-005
     NaN	     NaN
5.445017E-006	1.279997E-005
5.599052E-006	1.279997E-005
     NaN	     NaN
5.423012E-006	1.259997E-005
5.599052E-006	1.259997E-005
     NaN	     NaN
9.273893E-006	1.259997E-005
9.471939E-006	1.259997E-005
     NaN	     NaN
9.251888E-006	1.239997E-005
9.449934E-006	1.239997E-005
     NaN	     NaN
5.423012E-006	1.239997E-005
5.599052E-006	1.239997E-005
     NaN	     NaN
5.401007E-006	1.219997E-005
5.621057E-006	1.219997E-005
     NaN	     NaN
9.273893E-006	1.219997E-005
9.449934E-006	1.219997E-005
     NaN	     NaN
9.251888E-006	1.199997E-005
9.471939E-006	1.199997E-005
     NaN	     NaN
5.401007E-006	1.199997E-005
5.577047E-006	1.199997E-005
     NaN	     NaN
5.423012E-006	1.179997E-005
5.621057E-006	1.179997E-005
     NaN	     NaN
9.251888E-006	1.179997E-005
9.427929E-006	1.179997E-005
     NaN	     NaN
9.295898E-006	1.159997E-005
9.427929E-006	1.159997E-005
     NaN	     NaN
5.423012E-006	1.159997E-005
5.599052E-006	1.159997E-005
     NaN	     NaN
5.423012E-006	1.139997E-005
5.577047E-006	1.139997E-005
     NaN	     NaN
9.295898E-006	1.139997E-005
9.449934E-006	1.139997E-005
     NaN	     NaN
1.235460E-005	1.119997E-005
1.387295E-005	1.119997E-005
     NaN	     NaN
9.251888E-006	1.119997E-005
9.449934E-006	1.119997E-005
     NaN	     NaN
5.401007E-006	1.119997E-005
5.577047E-006	1.119997E-005
     NaN	     NaN
1.000000E-006	1.119997E-005
2.540352E-006	1.119997E-005
     NaN	     NaN
1.066015E-006	1.099997E-005
2.518347E-006	1.099997E-005
     NaN	     NaN
4.740856E-006	1.099997E-005
1.017610E-005	1.099997E-005
     NaN	     NaN
1.235460E-005	1.099997E-005
1.387295E-005	1.099997E-005
     NaN	     NaN
1.235460E-005	1.079997E-005
1.385094E-005	1.079997E-005
     NaN	     NaN
4.718851E-006	1.079997E-005
1.019811E-005	1.079997E-005
     NaN	     NaN
1.066015E-006	1.079997E-005
2.518347E-006	1.079997E-005
     NaN	     NaN
1.088020E-006	1.059997E-005
2.540352E-006	1.059997E-005
     NaN	     NaN
4.718851E-006	1.059997E-005
1.019811E-005	1.059997E-005
     NaN	     NaN
1.235460E-005	1.059997E-005
1.387295E-005	1.059997E-005
     NaN	     NaN
1.237660E-005	1.039997E-005
1.382894E-005	1.039997E-005
     NaN	     NaN
1.154041E-005	1.039997E-005
3.332534E-006	1.039997E-005
     NaN	     NaN
1.066015E-006	1.039997E-005
2.518347E-006	1.039997E-005
     NaN	     NaN
1.088020E-006	1.019997E-005
2.540352E-006	1.019997E-005
     NaN	     NaN
3.354539E-006	1.019997E-005
1.158442E-005	1.019997E-005
     NaN	     NaN
1.239861E-005	1.019997E-005
1.385094E-005	1.019997E-005
     NaN	     NaN
1.235460E-005	9.999975E-006
1.382894E-005	9.999975E-006
     NaN	     NaN
1.156242E-005	9.999975E-006
3.310529E-006	9.999975E-006
     NaN	     NaN
1.066015E-006	9.999975E-006
2.540352E-006	9.999975E-006
     NaN	     NaN
1.088020E-006	9.799975E-006
2.474337E-006	9.799975E-006
     NaN	     NaN
4.740856E-006	9.799975E-006
1.015410E-005	9.799975E-006
     NaN	     NaN
1.237660E-005	9.799975E-006
1.385094E-005	9.799975E-006
     NaN	     NaN
1.073217E-005	9.599976E-006
1.378493E-005	9.599976E-006
     NaN	     NaN
1.017610E-005	9.599976E-006
